Deal_number,Deal_name
2050,076 - FB Financial Corporation acquisition of certain assets of Atlantic Capital.docx
2051,076 - Janssen Biotech Inc and BeneVir Biopharm Inc merger.docx
2052,076 - Konecranes Plc acquisition of subsidiary equity interests and certain asse.docx
2053,076 - Liquidity Services Inc acquisition of certain assets and subsidiary equity.docx
2054,076 - LiveXLive Media Inc and Slacker Inc merger.docx
2055,076 - Mistras Group Inc acquisition of equity interests of West Penn Non-Destruc.docx
2056,076 - New Source Energy Partners LP acquisition of equity interests of MCE LP an.docx
2057,076 - NPC International Inc acquisition of certain assets of Carlisle Corporatio.docx
2058,076 - Orion Marine Group Inc acquisition of equity interests of TAS Commercial C.docx
2059,076 - PBF Logistics LP acquisition of equity interests of CPI Operations LLC.docx
2060,076 - Prudential Financial Inc and Assurance IQ LLC merger.docx
2061,076 - Sprague Resources LP acquisition of certain assets of Castle Oil Corporati.docx
2062,076 - Synaptics Incorporated acquisition of equity interests of Conexant Systems.docx
2063,076 - TA Dispatch LLC acquisition of certain assets of Celadon Group Inc.docx
2064,076 - Universal Logistics Holdings Inc acquisition of stock of Southern Counties.docx
2065,076 - Veritas Capital acquisition of certain assets and subsidiary equity intere.docx
2066,076 - Western Refining Logistics LP acquisition of certain assets of Western Ref.docx
2067,076 - Wright Medical Group Inc and OrthoPro LLC merger.docx
2068,077 - Allegiance Bancshares Inc and Post Oak Bancshares Inc merger.docx
2069,077 - Cantel Medical Corp acquisition of equity interests of Hu-Friedy Mfg Co LL.docx
2070,077 - Catalent Inc and Paragon Bioservices Inc merger.docx
2071,077 - Coca-Cola Bottling Co Consolidated acquisition of certain manufacturing fa.docx
2072,077 - Cognizant Healthcare Services LLC acquisition of certain assets of Health .docx
2073,077 - Commvault Systems Inc and Hedvig Inc merger.docx
2074,077 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx
2075,077 - Golden Entertainment Inc acquisition of equity interests of American Casin.docx
2076,077 - Green Plains Inc acquisition of equity interests of Hereford Renewable Ene.docx
2077,077 - Green Plains Inc acquisition of stock of SCI Ingredients Holdings Inc.docx
2078,077 - INEOS Enterprises Holdings Limited acquisition of subsidiary equity intere.docx
2079,077 - Infrastructure and Energy Alternatives Inc acquisition of equity interests.docx
2080,077 - Lovelace Health System Inc acquisition of assets of MedCath Corporation.docx
2081,077 - Magellan Healthcare Inc acquisition of stock of Armed Forces Services Corp.docx
2082,077 - Meta Financial Group Inc and Crestmark Bancorp Inc merger.docx
2083,077 - ModusLink Global Solutions Inc and IWCO Direct Holdings Inc merger.docx
2084,077 - NGL Energy Partners LP acquisition of assets of SemStream LP.docx
2085,077 - Premier Holdings LLC and Advantage Auto MGA LLC acquisition of stock of Me.docx
2086,077 - Prosperity Bancshares Inc and Tradition Bancshares Inc merger.docx
2087,077 - Rice Energy Inc acquisition of certain assets of Chesapeake Appalachia LLC.docx
2088,077 - Rite Aid Corporation and Envision Topco Holdings LLC merger.docx
2089,077 - Surgery Partners Inc and NSH Holdco Inc merger.docx
2090,077 - The Andersons Inc acquisition of stock of Kay Flo Industries Inc.docx
2091,077 - The Chefs' Warehouse Inc acquisition of assets of Fells Point Wholesale Me.docx
2092,077 - Western Refining Inc acquisition of equity interests of NT InterHoldCo LLC.docx
2093,077 - Wright Medical Group Inc and Solana Surgical LLC merger.docx
2094,078 - Adtalem Global Education Inc acquisition of equity interests of OCL Financ.docx
2095,078 - Advantest Corporation acquisition of certain assets of Astronics Corporati.docx
2096,078 - Akorn Inc acquisition of stock of Advanced Vision Research Inc.docx
2097,078 - Applied Industrial Technologies Inc and FCX Group Holdings LP merger.docx
2098,078 - ASPV Holdings Inc acquisition of stock of Allstate Power Vac Inc.docx
2099,078 - Black Diamond Gathering LLC acquisition of equity interests of Saddle Butt.docx
2100,078 - DG FastChannel Inc acquisition of equity interests of EyeWonder LLC and ch.docx
2101,078 - DISH Network Corporation acquisition of certain assets of T-Mobile US Inc .docx
2102,078 - Eventbrite Inc acquisition of equity interests of Ticketfly LLC.docx
2103,078 - EXLService Holdings Inc and SCIOInspire Holdings Inc merger.docx
2104,078 - Federal Signal Corporation acquisition of stock of GenNxTBEI Intermediate .docx
2105,078 - Fidelity Southern Corporation and American Enterprise Bankshares Inc merge.docx
2106,078 - Golden Entertainment Inc acquisition of equity interests of Colorado Belle.docx
2107,078 - Greenhill And Co Inc acquisition of equity interests of Cogent Partners LP.docx
2108,078 - Heartland Express Inc acquisition of stock of Gordon Trucking Inc.docx
2109,078 - Home Bancorp Inc and St Martin Bancshares Inc merger.docx
2110,078 - Houston Wire And Cable Company acquisition of stock of Vertex Corporate Ho.docx
2111,078 - Invesco Ltd acquisition of equity interests of Accretive Asset Management .docx
2112,078 - Lannett Company Inc acquisition of equity interests of Silarx Pharmaceutic.docx
2113,078 - Lydall Inc acquisition of stock of Susquehanna Capital Acquisition Co.docx
2114,078 - New Jersey Resources Corporation acquisition of equity interests of Leaf R.docx
2115,078 - NIBE Industrier AB (publ) acquisition of stock of The Climate Control Grou.docx
2116,078 - Southcross Energy Partners LP acquisition of subsidiary equity interests o.docx
2117,078 - The Spectranetics Corporation acquisition of certain assets of Covidien LP.docx
2118,078 - TiVo Inc and Digitalsmiths Corporation merger.docx
2119,078 - US Foods Inc and Smart Stores Holdings Corp merger.docx
2120,079 - BioFuel Energy Corp acquisition of equity interests of JBGL Builder Financ.docx
2121,079 - Butterfly Equity LP acquisition of stock of Wm Bolthouse Farms Inc.docx
2122,079 - Cameron International Corporation acquisition of stock of LeTourneau Techn.docx
2123,079 - Commerce Union Bancshares Inc and Community First Inc merger.docx
2124,079 - Converse Energy Acquisitions LLC acquisition of certain assets of SM Energ.docx
2125,079 - CRC Health Corporation acquisition of stock of Habit Holdings Inc.docx
2126,079 - Diversified Energy LLC acquisition of certain assets and subsidiary equity.docx
2127,079 - Emerson Electric Co acquisition of certain assets of CIRCOR International .docx
2128,079 - Envestnet Inc and Folio Dynamics Holdings Inc merger.docx
2129,079 - Fluidigm Corporation and DVS Sciences Inc merger.docx
2130,079 - Frontier Communications Corporation acquisition of subsidiary equity inter.docx
2131,079 - Intercontinental Exchange Inc and Interactive Data Holdings Corporation me.docx
2132,079 - Millennium Trust Company LLC acquisition of certain assets of The Bancorp .docx
2133,079 - NantPharma LLC acquisition of stock of IgDraSol Inc.docx
2134,079 - Neenah Inc acquisition of stock of Vectorply Corporation.docx
2135,079 - NextEra Energy Partners LP acquisition of equity interests of Palo Duro Wi.docx
2136,079 - Oil States International Inc acquisition of stock of GEODynamics Inc.docx
2137,079 - ORBCOMM Inc acquisition of assets of inthinc inc inthinc Technology Soluti.docx
2138,079 - Parker-Hannifin Corporation acquisition of stock of EMFCO Holdings Incorpo.docx
2139,079 - Penn National Gaming Inc acquisition of certain subsidiary equity interest.docx
2140,079 - PFSweb Inc acquisition of assets of CrossView Inc.docx
2141,079 - Platinum Equity LLC acquisition of subsidiary equity interests and certain.docx
2142,079 - Sequential Brands Group Inc acquisition of equity interests of Gaiam Brand.docx
2143,079 - Starwood Property Trust Inc acquisition of certain assets of GE Capital Gl.docx
2144,079 - Stratasys Inc and Solidscape Inc merger.docx
2145,079 - Winnebago Industries Inc acquisition of equity interests of SP GE VIII-B R.docx
2146,08 - Compass Diversified Holdings acquisition of equity interests of Candle Lamp.docx
2147,08 - DaVita Inc and HealthCare Partners Holdings LLC merger.docx
2148,08 - Diversified Energy LLC acquisition of certain assets and subsidiary equity .docx
2149,08 - Halyard Health Inc acquisition of stock of Medsystems Holdings Inc.docx
2150,08 - HAndR Block Inc and 2SS Holdings Inc merger.docx
2151,08 - Houston Wire and Cable Company acquisition of equity interests of Southwest.docx
2152,08 - Insmed Incorporated and Transave Inc merger.docx
2153,08 - NETGEAR Inc acquisition of assets of Westell Technologies Inc.docx
2154,08 - Plug Power Inc and Giner ELX Inc merger.docx
2155,08 - Spartan Parent Holdings Inc and TransUnion Corp merger.docx
2156,08 - Teradata Corporation and Aprimo Inc merger.docx
2157,08 - The Chefs' Warehouse Inc acquisition of equity interests of Michael's Finer.docx
2158,08 - Zayo Group LLC acquisition of stock of Latisys Holdings Corp Latisys-Chicag.docx
2159,080 - Acadia Healthcare Company Inc and CRC Health Group Inc merger.docx
2160,080 - American Tire Distributors Holdings Inc and Hercules Tire Holdings LLC mer.docx
2161,080 - Chiesi Farmaceutici SpA acquisition of certain assets of The Medicines Com.docx
2162,080 - CIRCOR International Inc acquisition of certain assets and subsidiary equi.docx
2163,080 - Consolidation Services Inc acquisition of stock of Elkhorn Goldfields Inc .docx
2164,080 - Coupa Software Incorporated and Exari Group Inc merger.docx
2165,080 - Diversified Restaurant Holdings Inc acquisition of assets of A Sure Wing L.docx
2166,080 - Envision Healthcare Holdings Inc acquisition of equity interests of Phoeni.docx
2167,080 - Eversource Energy acquisition of certain assets of NiSource Inc.docx
2168,080 - HollyFrontier Corporation acquisition of equity interests of Sonneborn Co.docx
2169,080 - Hunt Companies Inc acquisition of equity interests of MuniMae Holdings LLC.docx
2170,080 - Ingevity Arkansas LLC acquisition of certain assets of Georgia-Pacific Che.docx
2171,080 - Inventure Foods Inc acquisition of assets of Fresh Frozen Foods LLC.docx
2172,080 - Kingman Regional Medical Center acquisition of assets of Hualapai Mountain.docx
2173,080 - Lakeland Bancorp Inc and Pascack Bancorp Inc merger.docx
2174,080 - Meta Financial Group Inc acquisition of assets of EPS Financial LLC.docx
2175,080 - OmniTRAX Inc acquisition of stock of The Winchester and Western Railroad C.docx
2176,080 - Q2 Holdings Inc and Cloud Lending Inc merger.docx
2177,080 - QCR Holdings Inc acquisition of assets and subsidiary stock of Guaranty Ba.docx
2178,080 - River Financial Corporation and PSB Bancshares Inc merger.docx
2179,080 - Seacoast National Bank and Palm Beach Community Bank merger.docx
2180,080 - Securitas AB acquisition of subsidiary equity interests and certain assets.docx
2181,080 - SmartFinancial Inc and Tennessee Bancshares Inc merger.docx
2182,080 - Stone Energy Corporation acquisition of certain assets of Shell Offshore I.docx
2183,080 - The Eastern Company acquisition of stock of Big 3 Precision Mold Services .docx
2184,080 - Ultra Clean Holdings Inc acquisition of assets of Marchi Thermal Systems I.docx
2185,081 - American Addiction Centers Inc acquisition of assets of The Oxford Centre .docx
2186,081 - AstraZeneca UK acquisition of assets of Forest Laboratories LLC et al.docx
2187,081 - Cementos Argos SA acquisition of certain assets of Vulcan Materials Compan.docx
2188,081 - Cornerstone OnDemand Inc acquisition of subsidiary equity interests of Vec.docx
2189,081 - Curb Technologies LLC acquisition of certain assets of VeriFone Systems In.docx
2190,081 - CVC Capital Partners acquisition of equity interests of Arsenal Acquisitio.docx
2191,081 - Endo International plc acquisition of subsidiary equity interests and cert.docx
2192,081 - Farmer Bros Co acquisition of assets of Boyd Coffee Company.docx
2193,081 - Farmers National Banc Corp and Maple Leaf Financial Inc merger.docx
2194,081 - Global Eagle Entertainment Inc acquisition of equity interests of EMC Inte.docx
2195,081 - Handy And Harman Ltd acquisition of certain assets of Hamilton Sundstrand .docx
2196,081 - HealthEquity Inc acquisition of certain assets of The Bancorp Bank.docx
2197,081 - Manitex International Inc acquisition of stock of ASV Inc.docx
2198,081 - Multi-Color Corporation and York Label Group merger.docx
2199,081 - ProPetro Holding Corp acquisition of certain assets of Pioneer Natural Res.docx
2200,081 - Publicis Groupe SA acquisition of subsidiary equity interests of Alliance .docx
2201,081 - Quotient Technology Inc and Crisp Media Inc dba Crisp Mobile merger.docx
2202,081 - RadiSys Corporation and Continuous Computing Corporation merger.docx
2203,081 - SemGroup Corporation acquisition of equity interests of Buffalo Parent Gul.docx
2204,081 - Sherman Capital Holdings LLC acquisition of certain assets of Appvion Inc.docx
2205,081 - Skyworks Solutions Inc and Avnera Corporation merger.docx
2206,081 - South Plains Financial Inc and West Texas State Bank merger.docx
2207,081 - Stampscom Inc acquisition of equity interests of Auctane LLC.docx
2208,081 - Symmetry Surgical Inc acquisition of certain assets of Bovie Medical Corpo.docx
2209,081 - Under Armour Inc and MapMyFitness Inc merger.docx
2210,081 - United Community Banks Inc and NLFC Holdings Corp merger.docx
2211,082 - Bloomberg Inc and The Bureau of National Affairs Inc merger.docx
2212,082 - Boingo Wireless Inc acquisition of certain assets of Elauwit Networks LLC.docx
2213,082 - Brookline Bancorp Inc and First Commons Bank NA merger.docx
2214,082 - Clayton Dubilier And Rice LLC and HD Supply Waterworks Group Inc and HD Su.docx
2215,082 - Composites One LLC acquisition of certain assets of Nexeo Solutions LLC.docx
2216,082 - Dice Holdings Inc and OnTargetJobs Inc merger.docx
2217,082 - DS Healthcare Group Inc acquisition of stock of WR Group Inc.docx
